,L1,L2,L3,L4,L5,L6,L7,L8,L9,L10,L11,L12,L13,L14,L15,L16,L17,L18,L19,L20,L21,L22,L23,L24,L25,L26,L27,L28,L29,L30,L31,L32,L33,L34,L35,L36,L37,L38,L39,L40,L41,L42,L43,L44,L45,L46,L47,L48,L49,L50,L51,L52,L53,L54,L55,L56,L57,L58,L59,L60,L61,L62,L63,L64,L65,L66,L67,L68,L69,L70,L71,L72,L73,L74,L75,L76,L77,L78,L79,L80,L81,L82,L83,L84,L85,L86,L87,L88,L89,L90,L91,L92,L93,L94,L95,L96,L97,L98,L99,L100,L101,L102,L103,L104,L105,L106,L107,L108,L109,L110,L111,L112,L113,L114,L115,L116,L117,L118,L119,L120,L121,L122,L123,L124,L125,L126,L127,L128,L129,L130,L131,L132,L133,L134,L135,L136,L137,L138,L139,L140,L141,L142,L143,L144,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R12,R13,R14,R15,R16,R17,R18,R19,R20,R21,R22,R23,R24,R25,R26,R27,R28,R29,R30,R31,R32,R33,R34,R35,R36,R37,R38,R39,R40,R41,R42,R43,R44,R45,R46,R47,R48,R49,R50,R51,R52,R53,R54,R55,R56,R57,R58,R59,R60,R61,R62,R63,R64,R65,R66,R67,R68,R69,R70,R71,R72,R73,R74,R75,R76,R77,R78,R79,R80,R81,R82,R83,R84,R85,R86,R87,R88,R89,R90,R91,R92,R93,R94,R95,R96,R97,R98,R99,R100,R101,R102,R103,R104,R105,R106,R107,R108,R109,R110,R111,R112,R113,R114,R115,R116,R117,R118,R119,R120,R121,R122,R123,R124,R125,R126,R127,R128,R129,R130,R131,R132,R133,R134,R135,R136,R137,R138,R139,R140,R141,R142,R143,R144
R96,True,False,True,False,False,False,False,False,True,True,True,True,False,False,False,True,True,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,True,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,True,True,False,False,False,False,False,False,True,True,True,False,False,False,False,True,False,True,False,False,True,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,True,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,True,True,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,True,True,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,True,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
R97,False,False,True,True,True,False,True,True,True,False,True,False,False,False,True,False,True,True,True,True,False,False,True,True,False,True,True,True,True,True,True,False,True,True,True,True,False,True,True,False,True,True,True,True,True,True,False,True,True,False,True,True,False,True,True,False,True,False,False,True,False,False,True,False,True,True,False,True,False,False,True,True,True,False,False,True,True,False,False,True,True,True,False,True,True,False,True,True,False,False,True,True,True,True,True,True,True,False,False,True,True,False,False,False,False,True,True,False,True,True,True,False,False,True,True,True,True,True,False,True,True,True,True,True,True,False,False,True,True,True,False,False,True,True,True,True,False,True,False,False,False,False,True,True,False,True,True,True,False,False,False,True,False,False,False,False,False,True,True,False,False,True,True,True,False,True,True,True,False,False,True,True,True,True,True,False,True,True,True,True,False,True,True,True,True,True,True,True,True,True,False,True,True,False,False,True,False,True,False,False,True,False,False,True,False,False,True,True,True,True,False,True,False,False,True,False,True,False,False,False,True,False,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,False,True,False,False,True,False,True,True,True,False,True,True,True,True,True,False,True,True,True,True,True,True,True,False,True,True,True,True,False,True,True,False,True,True,True,True,False,True,True,True,True,False,True,False,True,False,True,True,False
R98,True,False,False,False,False,False,False,False,True,True,False,False,True,False,False,True,True,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,True,True,True,False,False,False,False,True,False,False,False,True,True,False,False,False,True,True,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,True,False,False,True,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
R99,False,False,True,False,True,True,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,True,True,True,False,True,True,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,True,False,False,True,False,True,False,False,True,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,True,False,False,True,True,False,False,True,False,False,True,False,False,True,True,False,False,True,False,False,False,False,False,False,False,True,True,False,True,True,False,True,True,False,True,True,False,False,True,True,False,False,False,False,False,True,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,True,True,False,False,False,True,True,False,False,True,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,True,False,False,True,False,False,False,True,True,False,True,True,False,False,True,False,False,False,True,True,False,False,False,True,True,True,False,False,True,True,False,True,False,False,True,True,True
R100,False,False,True,True,True,False,True,False,True,False,False,False,False,False,False,False,True,False,True,True,False,False,True,True,False,False,True,True,True,True,False,False,False,False,False,True,False,False,True,True,True,False,True,True,True,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,True,True,True,False,False,False,False,False,False,True,False,False,True,False,False,False,True,True,False,False,True,False,False,False,True,False,False,True,True,True,False,True,False,False,False,False,True,True,False,False,False,False,True,False,False,True,True,False,False,False,True,False,False,True,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,True,True,True,False,False,False,True,False,False,True,True,False,True,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,True,True,True,False,True,True,True,False,False,True,True,False,True,True,False,False,False,False,True,False,True,True,True,False,True,True,True,True,True,True,True,False,False,False,True,False,True,False,False,True,False,True,True,False,False,True,True,True,True,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,True,False,True,True,False,False,False,True,True,True,False,True,False,True,False,False,True,False,True,False,False,False,False,True,False,True,True,False,True,True,True,False,True,True,False,False,True,True,False,False,False,False,False,False,True,True,False,False,False,True,True,True,False,False,True,False,True,False,False,True,False
R101,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,True,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,True,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
R102,False,True,False,True,True,False,False,True,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,True,False,False,True,True,False,False,False,False,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,True,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,True,False,True,False,True,False,False,True,False,True,False,False,False,False,True,False,True,True,True,False,True,True,True,False,True,False,False,True,True,True,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False,True,False,True,True,True,False,False,False,False,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,True,False,True,False,True,False,False,True,False,True,False,False,False,False,True,False,True,False,False,False,True,False,False,True,False,True,False,True,True,False,False,False,False,False,False,True,True,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False
R103,False,False,True,False,True,False,False,False,True,False,False,False,False,False,True,False,True,False,False,True,False,False,True,True,False,True,True,True,True,True,False,False,False,False,True,False,False,False,False,False,True,False,True,True,False,False,False,False,True,False,True,False,False,True,True,False,False,False,False,True,True,False,False,False,False,True,True,False,False,False,False,False,True,False,False,True,False,False,False,True,True,False,False,False,True,False,False,True,False,False,True,True,False,True,True,True,True,True,False,False,True,False,True,False,False,True,False,False,True,True,True,False,False,False,False,True,True,True,False,False,False,True,False,True,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,True,True,False,True,True,False,False,True,False,False,False,False,True,False,False,True,False,False,True,True,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,True,True,False,False,False,False,False,True,True,False,False,False,False,False,True,True,False,True,False,True,False,False,True,True,False,True,False,False,False,False,False,True,True,False,False,False,False,True,True,False,True,True,False,False,False,True,False,False,True,True,True,True,True,False,False,False,True,False,False,True,False,False,False,True,False,True,False,True,False,False,True,False,True,False,False,False,False,False,False
R104,False,False,True,True,True,True,True,False,True,True,False,True,False,False,True,False,True,False,False,True,False,False,True,True,False,True,True,True,True,True,True,False,True,True,True,False,False,True,False,False,True,True,True,True,False,False,False,False,True,False,True,False,True,True,True,False,True,False,False,True,True,True,False,False,False,True,True,True,False,False,False,False,True,True,False,True,False,False,False,True,True,True,False,False,True,False,False,True,True,False,True,True,False,True,True,True,True,True,False,False,True,False,True,True,False,True,True,False,True,True,True,False,False,True,True,True,True,True,False,False,False,True,True,True,True,False,False,False,False,False,True,False,True,True,False,True,False,False,False,False,False,True,False,True,True,False,True,True,False,False,False,False,True,True,False,False,True,False,True,True,True,False,False,True,False,False,True,True,False,True,True,True,False,True,True,False,False,False,True,False,False,True,False,False,True,True,True,False,False,True,False,False,True,False,False,True,False,True,False,False,True,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,True,True,False,False,True,False,True,True,True,True,True,False,True,False,True,True,True,False,True,False,False,False,True,False,True,True,True,False,False,False,True,True,False,True,True,False,False,False,True,False,False,True,True,True,True,True,False,False,False,True,False,False,True,False,True,False,True,False,True,True,True,True,False,True,True,True,True,False,False,True,False,True
R105,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,True,True,False,False,False,False,True,False,True,False,True,True,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
R106,False,False,True,True,True,False,True,True,False,False,False,False,False,False,True,False,True,True,False,True,False,True,True,True,False,True,True,True,True,True,True,False,True,True,True,False,False,True,True,False,True,True,False,True,False,True,False,True,True,False,True,False,False,True,True,True,True,False,False,True,True,True,True,True,True,True,True,True,False,False,False,False,True,True,False,True,False,True,False,True,True,True,True,False,True,False,False,True,True,False,True,True,False,True,True,True,True,False,False,True,True,False,False,False,False,True,False,False,True,True,True,False,False,True,True,True,True,True,False,False,False,True,True,True,True,False,False,False,False,False,True,False,True,True,False,True,False,True,False,False,False,True,True,True,True,True,True,True,False,False,False,True,True,True,False,False,False,False,True,True,True,True,False,True,False,True,True,True,False,False,True,True,True,True,False,False,False,True,True,False,False,True,True,False,True,True,True,True,False,True,False,True,True,False,False,True,False,True,False,False,True,False,False,True,True,False,False,False,True,True,True,True,False,False,True,False,True,True,False,False,True,False,False,True,True,True,True,False,True,False,True,True,True,True,True,True,True,False,True,False,True,False,True,False,False,False,True,True,False,True,True,False,True,True,False,False,False,True,True,True,True,True,True,True,False,True,False,False,True,False,True,False,True,False,True,True,True,True,False,True,True,True,False,False,False,True,True,True
R107,False,False,True,True,True,False,False,True,True,False,False,False,False,False,True,False,True,True,False,True,False,True,True,True,False,True,True,True,True,True,True,False,False,True,True,True,False,True,True,False,True,True,True,True,True,True,False,True,True,False,True,True,False,True,True,False,True,False,False,True,False,True,True,True,True,True,False,True,False,False,True,False,True,False,False,True,False,False,False,True,True,True,False,True,True,True,True,False,False,False,True,True,True,True,True,True,True,False,False,True,True,True,False,False,False,True,True,False,True,True,False,False,True,True,True,True,True,True,False,True,True,True,True,True,True,False,False,True,True,True,False,False,True,True,True,True,False,True,False,True,False,True,True,True,False,True,True,True,False,False,False,True,False,False,False,False,False,False,True,False,True,True,False,True,False,True,True,True,False,False,True,True,True,True,True,False,True,True,True,True,False,True,True,True,True,True,True,True,True,True,False,True,True,False,False,True,False,True,False,False,True,False,False,True,False,False,True,True,True,True,True,True,False,False,True,False,True,False,False,False,True,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,False,True,False,False,True,False,True,True,True,False,True,True,True,True,False,False,False,True,True,True,True,True,True,False,True,True,True,True,False,True,True,False,True,True,True,True,False,True,True,True,True,False,True,False,True,False,True,True,True
R108,False,False,True,True,False,True,True,False,False,True,False,True,False,True,False,False,True,False,True,False,False,False,False,True,False,False,True,True,True,False,True,False,True,True,True,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,True,True,False,False,False,False,True,True,False,False,False,True,False,True,False,True,False,True,False,False,True,True,True,True,False,False,True,False,True,True,False,False,False,True,False,False,True,False,True,False,False,False,True,True,True,True,True,False,False,True,False,False,False,False,False,False,False,True,True,False,True,False,False,True,False,False,True,False,True,True,True,False,False,False,False,True,False,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,True,True,True,False,True,False,False,True,True,False,False,True,False,False,True,False,False,True,False,False,True,True,False,False,False,False,False,False,True,True,True,False,False,True,False,True,False,False,True,True,False,False,True,True,True,True,False,False,False,True,False,False,True,True,True,True,False,False,True,False,False,False,False,True,False,True,False,True,False,True,False,True,True,False,False,True,True,False,True,False,True,True,False,True,False,True,True,False,True,False,True,True,False,True,True,False,True,False,True,False,True,False,False,False,False,False,False,False,True,True,False,False,False,True,False,False,True,True,False,True,True,False,True,True,True,False,False,True,False,True,True,True,True,False,True,True,False,False,False,False,False,False,False,True,True,True
R109,False,False,True,True,True,False,True,True,True,False,False,False,False,False,False,False,True,False,True,True,False,False,True,True,False,False,True,True,True,True,False,False,False,True,True,True,False,True,True,False,True,False,True,True,False,True,False,True,True,False,True,True,False,True,False,False,True,False,False,True,False,False,True,True,True,True,False,True,False,False,False,False,True,False,False,True,False,False,False,True,True,True,False,True,False,False,True,True,False,False,True,True,True,True,True,False,True,False,False,True,True,False,False,False,False,True,False,False,True,True,False,False,False,True,False,False,True,False,False,True,False,True,False,True,False,False,False,True,True,True,False,False,True,True,True,True,False,False,False,False,False,False,True,True,False,True,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,True,True,True,False,True,True,True,False,False,True,True,True,True,True,False,True,True,False,True,False,True,True,True,True,True,True,True,True,True,True,True,True,False,False,True,False,True,False,False,True,False,False,False,False,False,True,True,True,True,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True,False,True,True,True,False,False,True,True,True,False,True,False,True,False,False,True,False,True,False,False,False,True,True,False,True,True,False,True,True,True,True,True,True,False,False,True,True,False,False,False,False,False,False,True,True,True,True,False,True,True,True,False,False,True,False,True,False,False,True,False
R110,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,True,True,False,True,True,False,False,False,False,True,True,True,False,False,True,True,False,True,False,True,True,False,True,True,True,False,False,False,False,False,True,False,False,True,False,True,False,False,True,True,False,True,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,True,True,False,True,False,False,True,False,False,False,True,False,True,False,True,False,False,False,False,True,True,False,False,False,False,True,False,False,True,True,False,False,False,True,False,True,False,True,False,False,False,True,False,False,False,False,False,True,False,True,False,False,True,True,True,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,True,True,True,False,False,True,False,False,False,False,False,True,True,False,True,False,True,True,False,False,True,True,True,True,False,True,True,True,False,False,True,False,False,False,False,True,False,False,True,False,False,True,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,True,True,False,True,False,True,False,False,True,False,False,False,False,False,True,False,False,True,True,False,True,False,True,False,True,True,False,False,True,True,False,False,False,False,False,False,True,True,False,True,False,True,True,False,True,False,False,False,False,False,False,True,False
R111,True,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,True,False,False,True,True,True,True,False,False,True,True,False,True,True,True,True,False,False,True,False,False,True,True,False,False,False,False,True,True,True,False,False,False,True,True,False,False,True,True,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,True,True,True,False,False,False,True,True,False,False,True,True,False,False,True,True,True,True,False,False,True,True,True,True,False,True,False,False,False,True,True,False,True,False,False,False,False,True,True,False,False,False,True,False,True,False,False,False,True,False,False,True,True,False,False,False,True,True,True,False,False,False,True,False,False,False,False,False,True,False,True,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,True,True,False,False,False,True,True,True,True,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,True,True,True,False,True,True,True,True,True,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False
R112,False,False,True,True,True,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,True,False,False,True,True,True,True,False,False,True,False,False,True,False,True,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,True,False,True,False,True,False,True,False,False,True,True,False,False,False,False,False,True,False,True,True,False,True,False,True,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,True,False,False,True,False,False,False,False,True,False,False,True,False,True,True,True,False,True,True,True,True,True,False,False,False,True,False,True,False,True,True,True,False,True,False,False,False,False,True,False,True,False,False,False,False,True,True,False,False,True,True,True,True,True,False,False,False,False,False,False,False,False,False,True,False,True,True,False,True,False,False,True,True,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,True,True,True,False,True,False,False,True,True,False,False,False,False,True,False,False,False,False,True,False,True,False,True,True,False,False,True,True,False,False,True,False,True,True,True,True,False
R113,False,True,False,True,True,False,False,True,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,True,False,False,True,True,False,False,False,False,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,True,True,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,True,True,False,True,False,True,False,False,True,False,True,False,False,False,False,True,False,True,True,True,False,True,True,True,False,True,False,False,True,True,True,False,False,True,False,False,True,True,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,True,True,True,True,False,False,False,False,False,True,False,True,True,True,False,False,False,False,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,True,False,True,False,True,False,False,True,False,True,False,False,False,False,True,False,True,False,False,False,True,False,False,True,True,True,False,True,True,False,True,False,False,True,False,True,True,False,True,False,False,True,True,False,False,False,False,True,False,False,False,False
R114,False,False,True,True,True,False,False,False,True,False,False,False,False,False,False,False,True,False,True,True,False,False,True,True,False,False,False,True,False,True,False,False,False,False,True,True,False,False,True,False,True,True,True,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False,False,True,False,False,True,True,False,True,False,True,False,False,False,False,True,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,True,False,True,True,True,False,False,False,True,True,False,False,False,False,True,False,False,True,True,False,False,False,True,True,True,True,True,False,True,False,True,False,False,False,False,False,True,True,False,False,False,True,True,True,True,False,False,False,False,False,False,True,True,False,True,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,True,False,False,True,False,False,False,False,False,False,False,True,True,False,False,True,False,True,True,True,True,False,True,False,True,False,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,True,True,True,True,False,False,True,False,True,False,False,False,False,False,False,True,True,True,False,False,False,False,False,True,True,False,False,True,True,False,True,False,True,False,False,True,False,False,True,True,False,True,True,False,True,True,False,False,False,True,False,True,True,False,False,True,True,True,False,False,True,False,False,True,True,False,False,False,True,True,False,False,False,False,False,False,False,False,True,True
R115,False,False,True,True,True,False,True,True,False,False,False,True,False,True,True,False,True,True,True,True,False,False,True,True,False,False,True,True,True,True,True,False,True,True,True,False,False,True,True,False,True,True,False,True,False,True,False,True,True,False,True,False,False,True,False,False,True,True,False,True,True,True,True,True,False,True,False,True,False,True,True,True,True,False,False,True,False,False,False,True,True,True,True,True,True,False,True,False,True,False,True,True,True,True,True,True,True,False,False,True,False,True,False,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,True,True,False,False,True,False,False,False,True,True,True,False,True,True,True,True,False,True,False,False,False,True,True,True,False,True,True,False,False,False,False,True,True,True,True,True,False,False,True,True,True,True,False,True,False,True,True,False,False,False,True,True,True,True,True,True,True,True,True,False,False,True,False,False,True,True,False,True,False,True,False,True,True,False,True,True,True,True,False,False,True,False,False,False,True,True,False,False,True,True,False,True,False,True,True,False,False,True,False,False,True,False,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,False,True,False,True,False,True,False,False,False,True,True,False,True,True,True,True,False,True,True,False,False,True,True,True,True,False,False,False,True,True,False,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,False,False,True,True,True
R116,False,False,True,True,True,False,True,True,False,False,False,True,False,True,True,False,True,True,True,True,False,False,True,True,False,False,True,True,True,True,True,False,True,True,True,True,False,True,True,False,True,True,True,True,True,True,False,True,True,False,True,True,False,True,False,False,True,False,False,True,False,False,True,True,True,True,False,True,False,False,True,True,True,False,False,True,False,False,False,True,True,True,False,False,True,False,True,False,False,False,True,True,True,True,True,True,True,False,False,True,True,True,False,False,False,True,True,False,True,True,True,False,False,True,True,True,True,True,False,True,False,True,True,True,False,False,False,True,True,True,False,False,True,True,True,True,False,False,False,False,False,True,True,False,False,True,True,True,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,True,False,True,True,True,False,False,True,True,True,True,True,False,True,True,True,True,False,True,True,True,True,True,True,True,True,True,False,True,True,False,False,True,False,True,False,False,True,False,False,True,False,False,True,True,True,True,False,True,False,False,True,False,True,False,False,False,True,False,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,False,True,False,True,True,False,True,True,True,False,True,True,True,True,True,False,True,True,True,True,True,True,True,False,True,True,True,False,False,True,True,False,True,True,True,True,True,True,True,True,True,False,True,False,True,False,True,True,True
R117,False,False,True,True,True,False,False,True,True,False,False,False,False,False,True,False,True,True,True,True,False,False,True,True,False,True,False,True,False,True,False,False,False,False,True,False,False,True,True,False,True,False,False,True,False,True,False,False,True,False,False,False,False,False,True,False,True,True,False,False,True,False,True,True,True,True,False,False,False,False,False,False,True,False,False,True,False,False,False,True,True,True,True,False,False,False,False,True,True,False,True,True,False,True,True,True,False,False,False,True,True,True,True,False,False,True,False,False,True,True,True,False,False,True,False,False,True,True,False,False,False,True,False,True,True,False,False,False,False,False,True,False,False,True,True,True,False,False,False,True,False,False,False,True,False,True,True,True,False,False,False,True,True,True,False,False,False,False,True,True,True,True,False,True,False,False,True,True,False,False,True,True,False,True,False,False,False,False,True,True,False,True,True,True,True,True,True,True,True,True,False,True,True,False,True,False,False,True,True,False,True,False,False,True,False,False,False,True,True,True,False,False,False,False,True,False,True,False,False,False,False,False,False,True,True,True,True,True,False,False,False,True,False,False,True,True,False,False,True,False,True,False,False,True,False,False,True,True,False,True,True,False,True,True,False,False,True,True,True,True,True,True,False,True,False,True,False,False,True,False,False,True,True,False,True,False,True,True,False,True,False,True,False,False,False,False,False,True
